facility_id,nei_id,match_type,match_score
1006703,8215811,FRS Link,NA
1006722,7767811,FRS Link,NA
1006731,556211,FRS Link,NA
1006760,539311,FRS Link,NA
1006776,8522011,FRS Link,NA
1006787,10813811,FRS Link,NA
1006788,7213511,FRS Link,NA
1006797,10679911,FRS Link,NA
1006797,4057911,FRS Link,NA
1006809,6384311,FRS Link,NA
1006814,8465811,FRS Link,NA
1006825,8230411,FRS Link,NA
1006836,9906111,FRS Link,NA
1006866,7937011,FRS Link,NA
1006867,10679911,FRS Link,NA
1006867,4057911,FRS Link,NA
1006874,5047511,FRS Link,NA
1006878,7923811,FRS Link,NA
1006885,7991711,FRS Link,NA
1006890,13411911,FRS Link,NA
1006891,6430411,FRS Link,NA
1006892,7212311,FRS Link,NA
1006896,3761511,FRS Link,NA
1006904,2813111,FRS Link,NA
1006912,14692611,FRS Link,NA
1006936,12657511,FRS Link,NA
1006942,12870111,FRS Link,NA
1006958,535411,FRS Link,NA
1006962,7442111,FRS Link,NA
1006968,1101811,FRS Link,NA
1006988,6964211,FRS Link,NA
1007002,12193311,FRS Link,NA
1007002,4982011,FRS Link,NA
1007002,21608511,FRS Link,NA
1007014,5239711,FRS Link,NA
1007030,10544611,FRS Link,NA
1007031,7202911,FRS Link,NA
1007031,21461711,FRS Link,NA
1007031,21966611,FRS Link,NA
1007041,1062211,FRS Link,NA
1007046,7890711,FRS Link,NA
1007063,9169811,FRS Link,NA
1007069,8240911,FRS Link,NA
1007074,4924711,FRS Link,NA
1007093,8933711,FRS Link,NA
1007098,7193111,FRS Link,NA
1007135,842411,FRS Link,NA
1007137,6535111,FRS Link,NA
1007148,5615211,FRS Link,NA
1007164,5610711,FRS Link,NA
1007176,5720811,FRS Link,NA
1007214,1091211,FRS Link,NA
1007226,8122711,FRS Link,NA
1007253,15622111,FRS Link,NA
1007263,16669611,FRS Link,NA
1007264,16668211,FRS Link,NA
1007271,7426711,FRS Link,NA
1007277,3101011,FRS Link,NA
1007325,7921311,FRS Link,NA
1007325,13571911,FRS Link,NA
1007391,5055111,FRS Link,NA
1007401,8148211,FRS Link,NA
1007438,7908711,FRS Link,NA
1007453,536311,FRS Link,NA
1007511,7364611,FRS Link,NA
1007515,8532311,FRS Link,NA
1007523,16421211,FRS Link,NA
1007525,16845911,FRS Link,NA
1007529,15415311,FRS Link,NA
1007562,4925111,FRS Link,NA
1007565,9654311,FRS Link,NA
1007571,8122811,FRS Link,NA
1007574,9144811,FRS Link,NA
1007603,5810011,FRS Link,NA
1007730,14691411,FRS Link,NA
1007750,8361111,FRS Link,NA
1007767,7069811,FRS Link,NA
1007770,7212911,FRS Link,NA
1007804,6443911,FRS Link,NA
1007809,6699411,FRS Link,NA
1007819,13380811,FRS Link,NA
1007824,9122711,FRS Link,NA
1007830,7054911,FRS Link,NA
1007846,557911,FRS Link,NA
1007847,9421811,FRS Link,NA
1007868,4929511,FRS Link,NA
1007868,13389511,FRS Link,NA
1007871,8244211,FRS Link,NA
1007881,12806011,FRS Link,NA
1007912,5698611,FRS Link,NA
1007915,4302711,FRS Link,NA
1007916,6884211,FRS Link,NA
1007916,17929211,FRS Link,NA
1007917,1019211,FRS Link,NA
1007933,13648011,FRS Link,NA
1007956,770211,FRS Link,NA
1007964,1002811,FRS Link,NA
1007994,8483011,FRS Link,NA
1007998,7777511,FRS Link,NA
1008002,10552711,FRS Link,NA
1008023,2491711,FRS Link,NA
1008025,8216311,FRS Link,NA
1008036,993411,FRS Link,NA
1008038,1016411,FRS Link,NA
1008042,790611,FRS Link,NA
1008042,8055711,FRS Link,NA
1008044,5456011,FRS Link,NA
1008459,7354911,FRS Link,NA
1008708,5768811,FRS Link,NA
1008767,8409011,FRS Link,NA
1008786,7368011,FRS Link,NA
1008999,4880211,FRS Link,NA
1009221,4041311,FRS Link,NA
1009487,8302111,FRS Link,NA
1009505,10716511,FRS Link,NA
1009512,2698911,FRS Link,NA
1009523,9670211,FRS Link,NA
1009528,16510111,FRS Link,NA
1009702,8522811,FRS Link,NA
1009795,7205911,FRS Link,NA
1009795,18906911,FRS Link,NA
1009832,7242711,FRS Link,NA
1010026,6952011,FRS Link,NA
1010155,6925211,FRS Link,NA
1010327,3732411,FRS Link,NA
1010345,12611,FRS Link,NA
1010356,9102311,FRS Link,NA
1010363,6339811,FRS Link,NA
1010538,10822611,FRS Link,NA
1010549,8166211,FRS Link,NA
1010593,949811,FRS Link,NA
1010610,10734111,FRS Link,NA
1010679,16670111,FRS Link,NA
1010743,16614711,FRS Link,NA
1010759,8421411,FRS Link,NA
1010792,9583011,FRS Link,NA
1010825,15648511,FRS Link,NA
1010825,15087511,FRS Link,NA
1010825,9599011,FRS Link,NA
1010877,16858211,FRS Link,NA
1010879,16862611,FRS Link,NA
1010891,6328211,FRS Link,NA
1011051,17052611,FRS Link,NA
1011065,16776211,FRS Link,NA
1011192,5933711,FRS Link,NA
1011252,10693611,FRS Link,NA
1011314,17054211,FRS Link,NA
1011460,16965911,FRS Link,NA
1011462,8189011,FRS Link,NA
1011541,7446911,FRS Link,NA
1011549,21830811,FRS Link,NA
1011582,14741511,FRS Link,NA
1011656,15593111,FRS Link,NA
1011708,13399711,FRS Link,NA
1011729,4943411,FRS Link,NA
1011783,17957911,FRS Link,NA
1011799,16966011,FRS Link,NA
1011834,17735411,FRS Link,NA
1011855,8006211,FRS Link,NA
1011961,2615911,FRS Link,NA
1011974,17737011,FRS Link,NA
1011980,4917411,FRS Link,NA
1012009,562911,FRS Link,NA
1012094,6513011,FRS Link,NA
1012111,4545311,FRS Link,NA
1012181,17989711,FRS Link,NA
1012380,7660011,FRS Link,NA
1012424,6348011,FRS Link,NA
1012516,8053811,FRS Link,NA
1012554,6455111,FRS Link,NA
1012698,17640311,FRS Link,NA
1012789,17954911,FRS Link,NA
1012867,6439311,FRS Link,NA
1012918,17928211,FRS Link,NA
1012930,658811,FRS Link,NA
1012948,14399911,FRS Link,NA
1012987,8215111,FRS Link,NA
1012987,16972411,FRS Link,NA
1013066,5718211,FRS Link,NA
1013088,17965911,FRS Link,NA
1013117,15578111,FRS Link,NA
1013164,4194111,FRS Link,NA
1013168,973911,FRS Link,NA
1013253,8164811,FRS Link,NA
1013265,18918811,FRS Link,NA
1013270,3111211,FRS Link,NA
1013287,18865211,FRS Link,NA
1013353,17905711,FRS Link,NA
1013353,17986811,FRS Link,NA
1013489,9913311,FRS Link,NA
1013538,6336011,FRS Link,NA
1013622,19036211,FRS Link,NA
1013646,2995711,FRS Link,NA
1013656,8096011,FRS Link,NA
1013670,19250811,FRS Link,NA
1013721,209711,FRS Link,NA
1013733,7991511,FRS Link,NA
1013733,21249011,FRS Link,NA
1013749,7923911,FRS Link,NA
1013813,19356011,FRS Link,NA
1013821,21722611,FRS Link,NA
1013891,19038211,FRS Link,NA
1013902,17696111,FRS Link,NA
1013958,9530111,FRS Link,NA
1013958,8158611,FRS Link,NA
1013961,18981011,FRS Link,NA
1013977,6429511,FRS Link,NA
1013984,21625711,FRS Link,NA
1014021,18094611,FRS Link,NA
1014109,2676611,FRS Link,NA
1014210,19130411,FRS Link,NA
1014234,21429211,FRS Link,NA
1014429,7304111,FRS Link,NA
1014540,8263111,FRS Link,NA
1014610,4787811,FRS Link,NA
1014710,14991611,FRS Link,NA
1014790,15639911,FRS Link,NA
1014796,21807211,FRS Link,NA
1014832,1193111,FRS Link,NA
1014852,10483711,FRS Link,NA
1014866,7264411,FRS Link,NA
1000022,4837611,Text Match,73.8
1000035,NA,NA,NA
1000037,NA,NA,NA
1000038,6211511,Text Match,87.19999999999999
1000040,NA,ghgrp_only,NA
1000044,4167711,Text Match,87.3
1000063,8399311,Text Match,100
1000086,5706711,Text Match,77.7
1000093,8123911,Text Match,96
1000196,769411,Text Match,87.39999999999999
1000197,3662011,Text Match,90.5
1000229,8049311,Text Match,89
1000232,NA,ghgrp_only,NA
1000262,1000211,Text Match,80.19999999999999
1000273,4183311,Text Match,100
1000328,8242211,Text Match,73.5
1000345,NA,ghgrp_only,NA
1000346,4980911,Text Match,72.6
1000378,NA,ghgrp_only,NA
1000383,5826611,Text Match,86.8
1000434,8498711,Text Match,100
1000442,5063411,Text Match,86.5
1000452,4965811,Text Match,81.1
1000589,4944011,Text Match,100
1000593,7764711,Text Match,78.1
1000602,5734011,Text Match,95.1
1000604,5649411,Text Match,85.8
1000607,7502111,Text Match,96.6
1000609,NA,ghgrp_only,NA
1000611,NA,ghgrp_only,NA
1000613,NA,ghgrp_only,NA
1000614,NA,ghgrp_only,NA
1000620,4778211,Text Match,78.2
1000630,NA,ghgrp_only,NA
1000631,7340011,Text Match,93.4
1000855,7459711,Text Match,89.7
1000869,6595211,Text Match,88.2
1000903,NA,ghgrp_only,NA
1000907,96011,Text Match,78.1
1001069,15524511,Text Match,84.4
1001071,NA,ghgrp_only,NA
1001267,4915211,Text Match,83.5
1001675,8074511,Text Match,79.7
1001703,3942611,Text Match,76.6
1001711,NA,ghgrp_only,NA
1001735,4983111,Text Match,90
1001762,6805511,Text Match,76.2
1001781,NA,ghgrp_only,NA
1001809,13657811,Text Match,99.4
1001838,5510911,Text Match,96.4
1001851,8122011,Text Match,97
1001864,7351111,Text Match,88.60000000000001
1001865,13575811,Text Match,98.2
1001889,5974211,Text Match,100
1001892,7286011,Text Match,95.2
1001905,4862611,Text Match,78.9
1001908,972811,Text Match,80.1
1001913,8184211,Text Match,87.7
1001919,7741311,Text Match,86.2
1001924,NA,NA,NA
1001945,6368011,Text Match,77.3
1001963,6596911,Text Match,76.1
1001995,7119911,Text Match,97.4
1002020,8223611,Text Match,88.5
1002023,NA,NA,NA
1002033,4952811,Text Match,88.1
1002041,NA,NA,NA
1002043,16535811,Text Match,80.7
1002047,15646211,Text Match,84.2
1002054,6502911,Text Match,90
1002067,8211911,Text Match,96.4
1002073,15083411,Text Match,84.1
1002076,4981011,Text Match,85.8
1002111,4943711,Text Match,98.2
1002122,NA,NA,NA
1002149,972411,Text Match,87.7
1002184,537211,Text Match,82
1002205,NA,ghgrp_only,NA
1002229,8102411,Text Match,88.9
1002241,7350211,Text Match,82.5
1002248,7226211,Text Match,98.6
1002257,NA,NA,NA
1002263,7226711,Text Match,72.30000000000001
1002272,753711,Text Match,78
1002283,8199911,Text Match,84.19999999999999
1002284,NA,ghgrp_only,NA
1002287,NA,NA,NA
1002305,NA,ghgrp_only,NA
1002327,5500611,Text Match,79.7
1002349,16421011,Text Match,80.4
1002350,NA,ghgrp_only,NA
1002352,NA,ghgrp_only,NA
1002356,10810111,Text Match,100
1002380,6430211,Text Match,93.60000000000001
1002408,7892511,Text Match,89.6
1002435,NA,NA,NA
1002442,NA,ghgrp_only,NA
1002608,NA,NA,NA
1002662,9023211,Text Match,99.4
1002696,NA,ghgrp_only,NA
1002703,16419611,Text Match,98.6
1002727,NA,NA,NA
1002737,8480311,Text Match,70.2
1002789,7226311,Text Match,80.4
1002804,NA,ghgrp_only,NA
1002809,15415411,Text Match,98.4
1002823,931711,Text Match,90
1002830,NA,NA,NA
1002846,NA,ghgrp_only,NA
1002862,6780911,Text Match,90.6
1002893,NA,ghgrp_only,NA
1002894,1091311,Text Match,83.4
1002916,14493311,Text Match,78.8
1002950,NA,NA,NA
1002965,5653011,Text Match,75.2
1002967,16637711,Text Match,76.5
1002989,14669411,Text Match,78.7
1003007,6510311,Text Match,70.4
1003009,NA,NA,NA
1003041,8230811,Text Match,90.1
1003061,NA,NA,NA
1003087,NA,ghgrp_only,NA
1003098,7426211,Text Match,84.2
1003205,NA,ghgrp_only,NA
1003275,NA,NA,NA
1003300,4004311,Text Match,87
1003383,7570911,Text Match,81.60000000000001
1003422,7339211,Text Match,97.2
1003451,6655511,Text Match,84
1003484,7226511,Text Match,73.19999999999999
1003488,NA,ghgrp_only,NA
1003513,7621811,Text Match,85.9
1003518,4783711,Text Match,74.7
1003525,7464011,Text Match,82.3
1003570,4941611,Text Match,74.30000000000001
1003595,NA,NA,NA
1003609,1060311,Text Match,88.8
1003654,7927911,Text Match,94.3
1003655,7929111,Text Match,73.6
1003665,NA,ghgrp_only,NA
1003709,15485811,Text Match,70.9
1003730,6598211,Text Match,89.2
1003748,NA,NA,NA
1003779,15647711,Text Match,91.10000000000001
1003781,5730911,Text Match,88.6
1003829,NA,ghgrp_only,NA
1003834,15414911,Text Match,98
1003857,NA,ghgrp_only,NA
1003890,NA,ghgrp_only,NA
1003899,NA,ghgrp_only,NA
1003901,7175311,Text Match,91.3
1003943,5795711,Text Match,85.8
1003944,NA,ghgrp_only,NA
1003953,NA,ghgrp_only,NA
1003991,4056411,Text Match,77.4
1003993,993511,Text Match,73.2
1004024,6476511,Text Match,90.6
1004071,4030411,Text Match,87.2
1004113,NA,ghgrp_only,NA
1004194,NA,ghgrp_only,NA
1004222,6793311,Text Match,77.6
1004227,6423111,Text Match,79.5
1004254,NA,ghgrp_only,NA
1004263,8105111,Text Match,78.7
1004276,10844611,Text Match,100
1004340,535811,Text Match,75.6
1004343,NA,NA,NA
1004368,5633211,Text Match,71.3
1004369,750911,Text Match,100
1004393,NA,NA,NA
1004442,NA,NA,NA
1004469,7114811,Text Match,75.5
1004500,10560411,Text Match,79
1004536,14728911,Text Match,79.6
1004586,NA,NA,NA
1004599,NA,NA,NA
1004608,6886411,Text Match,72.1
1004657,9466311,Text Match,86.8
1004701,6690111,Text Match,73.3
1004705,7321711,Text Match,93.60000000000001
1004713,9167611,Text Match,85
1004725,NA,NA,NA
1004731,13598211,Text Match,98.2
1004732,10680011,Text Match,81.4
1004753,4947411,Text Match,81.3
1004799,13378311,Text Match,94.5
1004829,6421011,Text Match,77
1004898,NA,ghgrp_only,NA
1004952,6960611,Text Match,93.7
1004957,6615111,Text Match,80.6
1004983,NA,ghgrp_only,NA
1004984,10734211,Text Match,97.9
1005022,5609211,Text Match,77.80000000000001
1005035,559811,Text Match,92.5
1005072,8951511,Text Match,98.4
1005077,8398811,Text Match,81.7
1005126,3507911,Text Match,84.9
1005146,6110711,Text Match,84.4
1005198,4168611,Text Match,76.4
1005202,4737111,Text Match,78.2
1005220,NA,ghgrp_only,NA
1005293,6247211,Text Match,96.7
1005322,9649611,Text Match,78.4
1005340,NA,NA,NA
1005386,9168911,Text Match,98.2
1005415,5510611,Text Match,93.60000000000001
1005502,2444211,Text Match,93
1005523,NA,ghgrp_only,NA
1005526,13599711,Text Match,97.4
1005577,7791911,Text Match,87.6
1005626,15415711,Text Match,94.10000000000001
1005655,NA,ghgrp_only,NA
1005661,8139911,Text Match,93.8
1005677,8165111,Text Match,72.9
1005686,NA,ghgrp_only,NA
1005712,929311,Text Match,90.1
1005732,4880511,Text Match,94.9
1005738,7225811,Text Match,91.4
1005746,NA,ghgrp_only,NA
1005788,8055411,Text Match,76.7
1005809,NA,NA,NA
1005817,NA,ghgrp_only,NA
1005849,8436011,Text Match,96
1005850,5654311,Text Match,98
1005852,NA,NA,NA
1005853,16846211,Text Match,94.2
1005872,4983611,Text Match,90
1005909,6497711,Text Match,70
1005930,NA,ghgrp_only,NA
1005938,17240911,Text Match,90
1005948,7440111,Text Match,84.2
1005969,4729411,Text Match,84.8
1005994,880811,Text Match,76.1
1006008,769911,Text Match,79.3
1006010,7354711,Text Match,77
1006046,7946911,Text Match,82.3
1006052,8186011,Text Match,80.2
1006055,12854411,Text Match,72.5
1006065,845911,Text Match,78.6
1006100,7400311,Text Match,81.4
1006114,16668511,Text Match,95.9
1006120,4945311,Text Match,70
1006141,13575611,Text Match,77.6
1006142,16886411,Text Match,78.1
1006145,8480711,Text Match,100
1006203,12657711,Text Match,90.80000000000001
1006209,8352311,Text Match,99
1006213,8002411,Text Match,94.8
1006264,6641411,Text Match,75.4
1006296,NA,ghgrp_only,NA
1006314,NA,ghgrp_only,NA
1006361,6582511,Text Match,86.1
1006377,2548311,Text Match,77
1006416,NA,ghgrp_only,NA
1006423,7727911,Text Match,77.8
1006425,16440911,Text Match,85
1006430,NA,NA,NA
1006435,NA,ghgrp_only,NA
1006453,4898311,Text Match,86.4
1006474,2943911,Text Match,89.30000000000001
1006552,16605711,Text Match,89.9
1006573,8422811,Text Match,76.3
1006621,5213811,Text Match,78.2
1006667,641811,Text Match,95.2
1006691,5633411,Text Match,88
1006694,NA,ghgrp_only,NA
1006699,5603511,Text Match,75.2
1006711,NA,NA,NA
1006732,NA,ghgrp_only,NA
1006783,NA,NA,NA
1006801,7354811,Text Match,95.2
1006803,3679811,Text Match,94.6
1006819,7564011,Text Match,91.3
1006827,4878811,Text Match,74.4
1006828,7620711,Text Match,85.3
1006847,NA,NA,NA
1006856,5780411,Text Match,75.8
1006865,NA,ghgrp_only,NA
1006877,7007111,Text Match,95.6
1006917,5692011,Text Match,87
1006919,7367811,Text Match,94.2
1006943,NA,NA,NA
1006946,13600211,Text Match,88.9
1006967,5019011,Text Match,74.4
1006970,NA,ghgrp_only,NA
1006975,8214811,Text Match,76.89999999999999
1006994,NA,ghgrp_only,NA
1007064,640111,Text Match,91.2
1007196,7331511,Text Match,99.2
1007220,8065711,Text Match,89.6
1007230,NA,NA,NA
1007262,NA,ghgrp_only,NA
1007266,NA,ghgrp_only,NA
1007270,NA,ghgrp_only,NA
1007273,4787911,Text Match,91.9
1007390,NA,ghgrp_only,NA
1007402,NA,ghgrp_only,NA
1007461,656011,Text Match,72.2
1007512,4101811,Text Match,88.6
1007514,7113711,Text Match,90
1007539,67011,Text Match,74
1007548,NA,ghgrp_only,NA
1007561,6478911,Text Match,77.9
1007626,NA,ghgrp_only,NA
1007627,8232711,Text Match,95.6
1007694,8018711,Text Match,89.7
1007715,NA,ghgrp_only,NA
1007805,NA,ghgrp_only,NA
1007867,4963011,Text Match,95
1007876,NA,ghgrp_only,NA
1007909,NA,ghgrp_only,NA
1007943,932011,Text Match,89.5
1008006,12682411,Text Match,98.4
1008553,1003411,Text Match,78
1008750,8131211,Text Match,95.8
1008991,NA,NA,NA
1009064,6510111,Text Match,78.2
1009527,NA,NA,NA
1009539,6640811,Text Match,86.19999999999999
1009541,NA,NA,NA
1009708,NA,ghgrp_only,NA
1009709,NA,ghgrp_only,NA
1009711,716411,Text Match,81
1009794,NA,ghgrp_only,NA
1009838,7152711,Text Match,97.2
1010003,10611,Text Match,90
1010046,7839511,Text Match,82.8
1010104,NA,ghgrp_only,NA
1010166,NA,ghgrp_only,NA
1010447,3930711,Text Match,78.1
1010506,NA,NA,NA
1010589,NA,NA,NA
1010625,NA,NA,NA
1010636,6362111,Text Match,73.80000000000001
1010658,18905211,Text Match,76.9
1010674,NA,ghgrp_only,NA
1010687,7293211,Text Match,89.2
1010700,NA,ghgrp_only,NA
1010702,NA,NA,NA
1010704,NA,ghgrp_only,NA
1010722,NA,ghgrp_only,NA
1010750,NA,ghgrp_only,NA
1010761,7353111,Text Match,95.80000000000001
1010969,NA,NA,NA
1010974,16601011,Text Match,98.2
1010991,NA,ghgrp_only,NA
1011080,NA,ghgrp_only,NA
1011175,NA,ghgrp_only,NA
1011241,4798111,Text Match,98.2
1011277,4006211,Text Match,88.3
1011627,NA,NA,NA
1011640,NA,ghgrp_only,NA
1011710,6117511,Text Match,100
1011725,NA,ghgrp_only,NA
1011740,4143511,Text Match,89.7
1011751,NA,ghgrp_only,NA
1011859,3854111,Text Match,94
1011900,NA,ghgrp_only,NA
1011907,NA,ghgrp_only,NA
1011964,7321611,Text Match,83.7
1011973,NA,ghgrp_only,NA
1011979,5435811,Text Match,78.3
1011994,NA,ghgrp_only,NA
1012019,3685011,Text Match,97.4
1012089,17387911,Text Match,88.6
1012645,19096211,Text Match,80.9
1012857,NA,ghgrp_only,NA
1012864,NA,ghgrp_only,NA
1012904,NA,NA,NA
1012993,NA,NA,NA
1013205,NA,NA,NA
1013246,NA,ghgrp_only,NA
1013279,5001811,Text Match,94.30000000000001
1013363,NA,NA,NA
1013376,NA,ghgrp_only,NA
1013382,18893911,Text Match,70.80000000000001
1013384,NA,ghgrp_only,NA
1013611,NA,NA,NA
1013624,12655111,Text Match,79.9
1013627,9612111,Text Match,88.5
1013637,NA,ghgrp_only,NA
1013643,NA,ghgrp_only,NA
1013683,NA,ghgrp_only,NA
1013718,5002111,Text Match,86.5
1013816,NA,ghgrp_only,NA
1013817,5863311,Text Match,78.8
1013820,NA,ghgrp_only,NA
1013855,NA,NA,NA
1013880,NA,ghgrp_only,NA
1013898,17858011,Text Match,86.1
1013917,NA,NA,NA
1013923,19148211,Text Match,77.6
1013934,NA,NA,NA
1013971,NA,ghgrp_only,NA
1013974,NA,ghgrp_only,NA
1014231,NA,NA,NA
1014236,NA,NA,NA
1014323,NA,NA,NA
1014324,NA,NA,NA
1014343,NA,NA,NA
1014397,NA,NA,NA
1014513,NA,NA,NA
1014521,NA,NA,NA
1014537,NA,NA,NA
1014562,NA,NA,NA
1014575,NA,NA,NA
1014583,NA,NA,NA
1014594,NA,NA,NA
1014611,NA,NA,NA
1014612,NA,NA,NA
1014626,NA,NA,NA
1014644,NA,NA,NA
1014703,NA,ghgrp_only,NA
1014807,NA,NA,NA
1014819,NA,NA,NA
1014845,NA,NA,NA
1014847,NA,NA,NA
